asset,category,entity,source,meshy_task_id,rig_task_id,prompt,animations,refs_updated,status,notes
assets/models/animations/meshy/anim_attack3.glb,animations,slot:attack3,custom-meshy,01a06d5d-fb07-77bb-b184-53c898b4f76f,01a06422-86f8-76c2-b377-0b6533e35710,meshy_animate action_id=240 (Thrust_Slash) on the existing npc_townsman rig; no character was regenerated and no rig was re-paid for,attack3,assets/models/animations/anim_meshy.res,adopted,body stripped by tools/strip_anim_glb.py (7.5 MB -> ~60 KB); retargeted onto GeneralSkeleton via bonemap_meshy_s3_c188e7a9; legs and hips translation retained
assets/models/animations/meshy/anim_heavy.glb,animations,slot:heavy,custom-meshy,01a06d5e-02c5-762d-98e1-cecb546239de,01a06422-86f8-76c2-b377-0b6533e35710,meshy_animate action_id=242 (Charged_Slash) on the existing npc_townsman rig; no character was regenerated and no rig was re-paid for,heavy,assets/models/animations/anim_meshy.res,adopted,body stripped by tools/strip_anim_glb.py (7.5 MB -> ~60 KB); retargeted onto GeneralSkeleton via bonemap_meshy_s3_c188e7a9; legs and hips translation retained
assets/models/animations/meshy/anim_heavy_overhead.glb,animations,slot:heavy_overhead,custom-meshy,01a06d5e-0a1d-7214-a562-734c9a15bd9e,01a06422-86f8-76c2-b377-0b6533e35710,meshy_animate action_id=102 (Sword_Judgment) on the existing npc_townsman rig; no character was regenerated and no rig was re-paid for,heavy_overhead,assets/models/animations/anim_meshy.res,adopted,body stripped by tools/strip_anim_glb.py (7.5 MB -> ~60 KB); retargeted onto GeneralSkeleton via bonemap_meshy_s3_c188e7a9; legs and hips translation retained
assets/models/animations/meshy/anim_block.glb,animations,slot:block,custom-meshy,01a06d5e-117b-72b2-9f8b-ed0763f988f1,01a06422-86f8-76c2-b377-0b6533e35710,meshy_animate action_id=138 (Block1) on the existing npc_townsman rig; no character was regenerated and no rig was re-paid for,block,assets/models/animations/anim_meshy.res,adopted,body stripped by tools/strip_anim_glb.py (7.5 MB -> ~60 KB); retargeted onto GeneralSkeleton via bonemap_meshy_s3_c188e7a9; legs and hips translation retained
assets/models/animations/meshy/anim_parry.glb,animations,slot:parry,custom-meshy,01a06d5e-1a3d-7715-8d20-8eea6b9ad114,01a06422-86f8-76c2-b377-0b6533e35710,meshy_animate action_id=147 (Sword_Parry) on the existing npc_townsman rig; no character was regenerated and no rig was re-paid for,parry,assets/models/animations/anim_meshy.res,adopted,body stripped by tools/strip_anim_glb.py (7.5 MB -> ~60 KB); retargeted onto GeneralSkeleton via bonemap_meshy_s3_c188e7a9; legs and hips translation retained
assets/models/animations/meshy/anim_dodge.glb,animations,slot:dodge,custom-meshy,01a06d5e-233c-73b7-b52e-d942b22273dc,01a06422-86f8-76c2-b377-0b6533e35710,meshy_animate action_id=158 (Roll_Dodge) on the existing npc_townsman rig; no character was regenerated and no rig was re-paid for,dodge,assets/models/animations/anim_meshy.res,adopted,body stripped by tools/strip_anim_glb.py (7.5 MB -> ~60 KB); retargeted onto GeneralSkeleton via bonemap_meshy_s3_c188e7a9; legs and hips translation retained
assets/models/animations/meshy/anim_hit.glb,animations,slot:hit,custom-meshy,01a06d5e-320c-77cd-afb8-9b37530e277c,01a06422-86f8-76c2-b377-0b6533e35710,meshy_animate action_id=178 (Hit_Reaction) on the existing npc_townsman rig; no character was regenerated and no rig was re-paid for,hit,assets/models/animations/anim_meshy.res,adopted,body stripped by tools/strip_anim_glb.py (7.5 MB -> ~60 KB); retargeted onto GeneralSkeleton via bonemap_meshy_s3_c188e7a9; legs and hips translation retained
assets/models/animations/meshy/anim_knockdown.glb,animations,slot:knockdown,custom-meshy,01a06d5e-396c-756a-9679-6f48b9c19600,01a06422-86f8-76c2-b377-0b6533e35710,meshy_animate action_id=187 (Knock_Down) on the existing npc_townsman rig; no character was regenerated and no rig was re-paid for,knockdown,assets/models/animations/anim_meshy.res,adopted,body stripped by tools/strip_anim_glb.py (7.5 MB -> ~60 KB); retargeted onto GeneralSkeleton via bonemap_meshy_s3_c188e7a9; legs and hips translation retained
assets/models/animations/meshy/anim_getup.glb,animations,slot:getup,custom-meshy,01a06d5e-41db-720a-bbd4-43954df771ca,01a06422-86f8-76c2-b377-0b6533e35710,meshy_animate action_id=344 (Stand_Up1) on the existing npc_townsman rig; no character was regenerated and no rig was re-paid for,getup,assets/models/animations/anim_meshy.res,adopted,body stripped by tools/strip_anim_glb.py (7.5 MB -> ~60 KB); retargeted onto GeneralSkeleton via bonemap_meshy_s3_c188e7a9; legs and hips translation retained
assets/models/animations/meshy/anim_death.glb,animations,slot:death,custom-meshy,01a06d5e-4906-7202-8487-99c74466b5d0,01a06422-86f8-76c2-b377-0b6533e35710,meshy_animate action_id=188 (Fall_Dead_from_Abdominal_Injury) on the existing npc_townsman rig; no character was regenerated and no rig was re-paid for,death,assets/models/animations/anim_meshy.res,adopted,body stripped by tools/strip_anim_glb.py (7.5 MB -> ~60 KB); retargeted onto GeneralSkeleton via bonemap_meshy_s3_c188e7a9; legs and hips translation retained
